peer_addr = 172.16.253.11:5555
test begin!

BlockID	bct	BlockSize	Priority	Deadline
3117      	     14127	      7305	         2	       200
3121      	     14136	      1275	         1	       200
3125      	     14126	      1270	         1	       200
3129      	     14128	     11590	         2	       200
3133      	     14124	      1255	         1	       200
3137      	     14116	      1330	         1	       200
3141      	     14117	      6940	         2	       200
3145      	     14127	      1270	         1	       200
3149      	     14116	      1250	         1	       200
3153      	     14129	     60500	         2	       200
3157      	     14123	      1255	         1	       200
3161      	     14116	      1290	         1	       200
3165      	     14129	      6465	         2	       200
3169      	     14120	      1300	         1	       200
3173      	     14116	      1305	         1	       200
3177      	     14130	     11740	         2	       200
3181      	     14127	      1275	         1	       200
3185      	     14116	      1270	         1	       200
3189      	     14117	      6010	         2	       200
3193      	     14127	      1285	         1	       200
3197      	     14116	      1245	         1	       200
3201      	     14127	     55965	         2	       200
3205      	     14117	      1275	         1	       200
3209      	     14116	      1320	         1	       200
3213      	     14126	      6865	         2	       200
3217      	     14117	      1295	         1	       200
3221      	     14116	      1240	         1	       200
3225      	     14127	     54495	         2	       200
3229      	     14116	      1290	         1	       200
3233      	     14116	      1270	         1	       200
3237      	     14128	      7775	         2	       200
3241      	     14116	      1340	         1	       200
3245      	     14117	      1275	         1	       200
3249      	     14129	     19075	         2	       200
3253      	     14116	      1260	         1	       200
3257      	     14116	      1275	         1	       200
3261      	     14128	      6370	         2	       200
3265      	     14116	      1260	         1	       200
3269      	     14116	      1290	         1	       200
3273      	     14121	     73835	         2	       200
3277      	     14117	      1285	         1	       200
3281      	     14120	      1345	         1	       200
3285      	     14128	      8630	         2	       200
3289      	     14117	      1250	         1	       200
3293      	     14130	     16875	         2	       200
3297      	     14134	      1290	         1	       200
3301      	     14116	      1355	         1	       200
3305      	     14118	      7090	         2	       200
3309      	     14126	      1275	         1	       200
3313      	     14116	      1255	         1	       200
3317      	     14130	     63230	         2	       200
3321      	     14132	      1295	         1	       200
3325      	     14116	      1265	         1	       200
3329      	     14129	      6535	         2	       200
3333      	     14129	      1295	         1	       200
3337      	     14116	      1255	         1	       200
3341      	     14129	     15720	         2	       200
3345      	     14130	      1325	         1	       200
3349      	     14117	      1340	         1	       200
3353      	     14118	      6450	         2	       200
3357      	     14126	      1265	         1	       200
3361      	     14116	      1285	         1	       200
3365      	     14119	     53595	         2	       200
3369      	     14117	      1245	         1	       200
3373      	     14117	      1265	         1	       200
3377      	     14127	      7520	         2	       200
3381      	     14135	      1295	         1	       200
3385      	     14117	      1240	         1	       200
3389      	     14127	     18410	         2	       200
3393      	     14123	      1275	         1	       200
3397      	     14116	      1240	         1	       200
3401      	     14120	      6315	         2	       200
3405      	     14128	      1280	         1	       200
3409      	     14116	      1285	         1	       200
3413      	     14130	     50150	         2	       200
3417      	     14124	      1275	         1	       200
3421      	     14117	      1300	         1	       200
3425      	     14130	      8595	         2	       200
3429      	     14128	      1290	         1	       200
3433      	     14117	      1335	         1	       200
3437      	     14119	     17280	         2	       200
3441      	     14116	      1275	         1	       200
3445      	     14117	      1270	         1	       200
3449      	     14129	      9025	         2	       200
3453      	     14121	      1305	         1	       200
3457      	     14117	      1300	         1	       200
3461      	     14119	     51510	         2	       200
3465      	     14117	      1275	         1	       200
3469      	     14117	      1270	         1	       200
3473      	     14128	      7670	         2	       200
3477      	     14128	      1255	         1	       200
3481      	     14117	      1315	         1	       200
3485      	     14129	     17895	         2	       200
3489      	     14117	      1260	         1	       200
3493      	     14118	      1290	         1	       200
3497      	     14127	      8165	         2	       200
3501      	     14117	      1260	         1	       200
3505      	     14117	      1285	         1	       200
3509      	     14128	     43495	         2	       200
3513      	     14117	      1270	         1	       200
3517      	     14118	      1285	         1	       200
3521      	     14135	     10905	         2	       200
3525      	     14119	      1260	         1	       200
3529      	     14117	      1285	         1	       200
3533      	     14129	     15270	         2	       200
3537      	     14117	      1315	         1	       200
3541      	     14117	      1265	         1	       200
3545      	     14129	      8630	         2	       200
3549      	     14118	      1295	         1	       200
3553      	     14118	      1295	         1	       200
3557      	     14128	     31550	         2	       200
3561      	     14117	      1345	         1	       200
3565      	     14129	      9625	         2	       200
3569      	     14133	      1270	         1	       200
3573      	     14117	      1230	         1	       200
3577      	     14130	     13875	         2	       200
3581      	     14132	      1305	         1	       200
3585      	     14117	      1280	         1	       200
3589      	     14119	      8455	         2	       200
3593      	     14125	      1220	         1	       200
3597      	     14117	      1280	         1	       200
3601      	     14119	     20460	         2	       200
3605      	     14124	      1305	         1	       200
3609      	     14120	      1285	         1	       200
3613      	     14131	     12750	         2	       200
3617      	     14128	      1245	         1	       200
3621      	     14117	      1280	         1	       200
3625      	     14129	     21490	         2	       200
3629      	     14127	      1280	         1	       200
3633      	     14117	      1315	         1	       200
3637      	     14158	   1000000	         2	       200
3641      	     14151	      1305	         1	       200
3645      	     14133	      1265	         1	       200
3649      	     14121	      5440	         2	       200
3653      	     14117	      1315	         1	       200
3657      	     14117	      1315	         1	       200
3661      	     14129	      1515	         2	       200
3665      	     14135	      1265	         1	       200
3669      	     14117	      1290	         1	       200
3673      	     14131	    208725	         2	       200
3677      	     14125	      1280	         1	       200
3681      	     14118	      1260	         1	       200
3685      	     14130	      2000	         2	       200
3689      	     14123	      1280	         1	       200
3693      	     14117	      1300	         1	       200
3697      	     14118	      5785	         2	       200
3701      	     14130	      1285	         1	       200
3705      	     14117	      1300	         1	       200
3709      	     14119	      3340	         2	       200
3713      	     14118	      1260	         1	       200
3717      	     14117	      1250	         1	       200
3721      	     14128	    116320	         2	       200
3725      	     14118	      1285	         1	       200
3729      	     14118	      1300	         1	       200
3733      	     14118	      2730	         2	       200
3737      	     14129	      1285	         1	       200
3741      	     14117	      1275	         1	       200
3745      	     14119	      4130	         2	       200
3749      	     14119	      1280	         1	       200
3753      	     14118	      1300	         1	       200
3757      	     14124	      1910	         2	       200
3761      	     14117	      1220	         1	       200
3765      	     14118	      1495	         1	       200
3769      	     14131	     68175	         2	       200
3773      	     14117	      1270	         1	       200
3777      	     14118	      1250	         1	       200
3781      	     14131	      2815	         2	       200
3785      	     14118	      1280	         1	       200
3789      	     14118	      1235	         1	       200
3793      	     14129	      4290	         2	       200
3797      	     14128	      1230	         1	       200
3801      	     14118	      1240	         1	       200
3805      	     14120	      1270	         2	       200
3809      	     14118	      1240	         1	       200
3813      	     14118	      1190	         1	       200
3817      	     14131	     65440	         2	       200
3821      	     14118	      1240	         1	       200
3825      	     14130	      2060	         2	       200
3829      	     14132	      1235	         1	       200
3833      	     14118	      1235	         1	       200
3837      	     14118	       690	         2	       200
3841      	     14121	      1265	         1	       200
3845      	     14118	      1270	         1	       200
3849      	     14128	     23445	         2	       200
3853      	     14130	      1385	         1	       200
3857      	     14118	      1445	         1	       200
3861      	     14118	      2090	         2	       200
3865      	     14125	      1235	         1	       200
3869      	     14118	      1200	         1	       200
3873      	     14118	      1150	         2	       200
3877      	     14118	      1265	         1	       200
3881      	     14118	      1320	         1	       200
3885      	     14130	     24645	         2	       200
3889      	     14147	      1285	         1	       200
3893      	     14126	      1380	         1	       200
3897      	     14118	      1125	         2	       200
3901      	     14118	      1385	         1	       200
3905      	     14119	      1345	         1	       200
3909      	     14131	      3715	         2	       200
3913      	     14126	      1395	         1	       200
3917      	     14118	      1330	         1	       200
3921      	     14118	      1035	         2	       200
3925      	     14118	      1245	         1	       200
3929      	     14118	      1270	         1	       200
3933      	     14130	     59100	         2	       200
3937      	     14125	      1485	         1	       200
3941      	     14118	      1165	         1	       200
3945      	     14129	      1815	         2	       200
3949      	     14133	      1195	         1	       200
3953      	     14118	      1245	         1	       200
3957      	     14119	      3970	         2	       200
3961      	     14118	      1225	         1	       200
3965      	     14118	      1290	         1	       200
3969      	     14120	       925	         2	       200
3973      	     14118	      1260	         1	       200
3977      	     14118	      1210	         1	       200
3981      	     14131	     71165	         2	       200
3985      	     14122	      1180	         1	       200
3989      	     14118	      1230	         1	       200
3993      	     14121	      1180	         2	       200
3997      	     14118	      1235	         1	       200
4001      	     14119	      1245	         1	       200
4005      	     14119	      3140	         2	       200
4009      	     14118	      1230	         1	       200
4013      	     14129	      1220	         1	       200
4017      	     14127	      1235	         2	       200
4021      	     14118	      1315	         1	       200
4025      	     14118	      1255	         1	       200
4029      	     14131	     46045	         2	       200
4033      	     14118	      1825	         1	       200
4037      	     14128	      1125	         1	       200
4041      	     14129	      1105	         2	       200
4045      	     14131	      1185	         1	       200
4049      	     14118	      1195	         1	       200
4053      	     14119	      2755	         2	       200
4057      	     14118	      1225	         1	       200
4061      	     14129	      1300	         1	       200
4065      	     14131	       995	         2	       200
4069      	     14119	      1245	         1	       200
4073      	     14122	      1275	         1	       200
4077      	     14130	     36340	         2	       200
4081      	     14129	      1965	         1	       200
4085      	     14129	      1155	         2	       200
4089      	     14133	      1135	         1	       200
4093      	     14118	      1125	         1	       200
4097      	     14118	      2220	         2	       200
4101      	     14122	      1180	         1	       200
4105      	     14118	      1195	         1	       200
4109      	     14129	      1165	         2	       200
4113      	     14131	      1200	         1	       200
4117      	     14119	      1265	         1	       200
4121      	     14120	     28855	         2	       200
4125      	     14122	      1405	         1	       200
4129      	     14118	      1240	         1	       200
4133      	     14119	       870	         2	       200
4137      	     14118	      1180	         1	       200
4141      	     14130	      1165	         1	       200
4145      	     14118	      2310	         2	       200
4149      	     14120	      1190	         1	       200
4153      	     14119	      1200	         1	       200
4157      	     14118	       925	         2	       200
4161      	     14130	      1230	         1	       200
4165      	     14119	      1250	         1	       200
4169      	     14129	     21870	         2	       200
4173      	     14126	      1235	         1	       200
4177      	     14118	      1245	         1	       200
4181      	     14119	      1560	         2	       200
4185      	     14118	      1325	         1	       200
4189      	     14130	      1385	         1	       200
4193      	     14121	      4640	         2	       200
4197      	     14119	      1355	         1	       200
4201      	     14118	      1320	         1	       200
4205      	     14131	      4000	         2	       200
4209      	     14124	      1360	         1	       200
4213      	     14119	      1315	         1	       200
4217      	     14132	     74385	         2	       200
4221      	     14125	      1270	         1	       200
4225      	     14132	      1255	         1	       200
4229      	     14126	      3030	         2	       200
4233      	     14119	      1195	         1	       200
4237      	     14119	      1235	         1	       200
4241      	     14120	      4455	         2	       200
4245      	     14131	      1190	         1	       200
4249      	     14119	      1155	         1	       200
4253      	     14120	      2690	         2	       200
connection closed, recv=-1 sent=-1 lost=-1 rtt=-1 cwnd=-1, total_bytes=28011895, complete_bytes=27969375, good_bytes=0, total_time=15035912
